"","X","Expert","Parameter","Scenario","Site","Min","Best","Max","Conf","Round","alphas","betas","dist"
"357",357,"GuamX","Sali Fledglings per Nest","Scenario 3","HMU",1.75,1.8,1.96,0.9,"Round 2",769.732202728173,427.38371953297,"gamma"
"358",358,"GuamX","Sali Fledglings per Nest","Scenario 1a","Refuge",1.8,2,1.96,0.95,"Round 2",1543.55914413099,787.392224397522,"gamma"
"359",359,"GuamX","Sali Fledglings per Nest","Scenario 1b","Refuge",1.3,1.6,1.88,0.9,"Round 2",81.5659030473447,49.3306803677976,"gamma"
"360",360,"GuamX","Sali Fledglings per Nest","Scenario 1c","Refuge",1.8,1.88,1.96,0.95,"Round 2",2098.51997125902,1116.13841072769,"gamma"
"361",361,"GuamX","Sali Fledglings per Nest","Scenario 2a","Refuge",1.8,2,1.96,0.95,"Round 2",1520.89253980371,775.825934646387,"gamma"
"362",362,"GuamX","Sali Fledglings per Nest","Scenario 2b","Refuge",1.3,1.6,1.88,0.9,"Round 2",80.2424992028851,48.3947247458173,"gamma"
"363",363,"GuamX","Sali Fledglings per Nest","Scenario 2c","Refuge",1.75,1.8,1.96,0.9,"Round 2",773.902181855045,429.702008226727,"gamma"
"364",364,"GuamX","Sali Fledglings per Nest","Scenario 3","Refuge",1.75,1.8,1.96,0.9,"Round 2",762.863845279714,423.566356718746,"gamma"
"365",365,"Expert 1","Sali Fledglings per Nest","Scenario 1a","HMU",0.4,1.4,2.2,0.8,"Round 2",4.02991851439214,2.66419308774469,"gamma"
"366",366,"Expert 1","Sali Fledglings per Nest","Scenario 1b","HMU",0.4,1.4,2.2,0.8,"Round 2",4.11622262111434,2.7254021706518,"gamma"
"367",367,"Expert 1","Sali Fledglings per Nest","Scenario 1c","HMU",0.4,1.4,2.2,0.8,"Round 2",4.1143452819205,2.70954145244818,"gamma"
"368",368,"Expert 1","Sali Fledglings per Nest","Scenario 2a","HMU",0.4,1.4,2.2,0.8,"Round 2",4.043761505934,2.66320626537919,"gamma"
"369",369,"Expert 1","Sali Fledglings per Nest","Scenario 2b","HMU",0.4,1.4,2.2,0.8,"Round 2",4.04420384685551,2.66057408634568,"gamma"
"370",370,"Expert 1","Sali Fledglings per Nest","Scenario 2c","HMU",0.4,1.4,2.2,0.8,"Round 2",4.01073842696713,2.6409127185577,"gamma"
"371",371,"Expert 1","Sali Fledglings per Nest","Scenario 3","HMU",0.2,1.2,2.1,0.8,"Round 2",3.30401574879699,2.27749118246776,"gamma"
"372",372,"Expert 1","Sali Fledglings per Nest","Scenario 1a","Refuge",0.5,1.5,2.4,0.8,"Round 2",3.8926542455294,2.38858824128508,"gamma"
"373",373,"Expert 1","Sali Fledglings per Nest","Scenario 1b","Refuge",0.5,1.5,2.4,0.8,"Round 2",3.88194607854754,2.37996260722721,"gamma"
"374",374,"Expert 1","Sali Fledglings per Nest","Scenario 1c","Refuge",0.5,1.5,2.4,0.8,"Round 2",3.88819327133576,2.38183499979112,"gamma"
"375",375,"Expert 1","Sali Fledglings per Nest","Scenario 2a","Refuge",0.5,1.5,2.4,0.8,"Round 2",3.86666389548248,2.37819362903065,"gamma"
"376",376,"Expert 1","Sali Fledglings per Nest","Scenario 2b","Refuge",0.5,1.5,2.4,0.8,"Round 2",3.92014554817039,2.42149020280426,"gamma"
"377",377,"Expert 1","Sali Fledglings per Nest","Scenario 2c","Refuge",0.5,1.5,2.4,0.8,"Round 2",3.87354840430024,2.38210806625313,"gamma"
"378",378,"Expert 1","Sali Fledglings per Nest","Scenario 3","Refuge",0.3,1.4,2.2,0.8,"Round 2",3.59017062155083,2.35558058760706,"gamma"
"379",379,"aircon","Sali Fledglings per Nest","Scenario 1a","HMU",0.8,1.2,1.6,0.8,"Round 2",15.4263381356142,12.0477691965427,"gamma"
"380",380,"aircon","Sali Fledglings per Nest","Scenario 1b","HMU",0.6,1,1.4,0.8,"Round 2",11.3448598821907,10.5412523113957,"gamma"
"381",381,"aircon","Sali Fledglings per Nest","Scenario 1c","HMU",0.7,1.1,1.5,0.8,"Round 2",13.2466120521367,11.2158541529725,"gamma"
"382",382,"aircon","Sali Fledglings per Nest","Scenario 2a","HMU",0.7,1.1,1.5,0.8,"Round 2",13.3435118834075,11.3235072514016,"gamma"
"383",383,"aircon","Sali Fledglings per Nest","Scenario 2b","HMU",0.5,0.9,1.3,0.8,"Round 2",9.52441568241299,9.75598506465127,"gamma"
"384",384,"aircon","Sali Fledglings per Nest","Scenario 2c","HMU",0.6,1,1.4,0.8,"Round 2",11.3299937403959,10.5204308723626,"gamma"
"385",385,"aircon","Sali Fledglings per Nest","Scenario 3","HMU",0.8,1.2,1.6,0.8,"Round 2",15.4037463865777,12.008996692919,"gamma"
"386",386,"aircon","Sali Fledglings per Nest","Scenario 1a","Refuge",0.8,1.2,1.6,0.8,"Round 2",15.39057763738,12.0000772893303,"gamma"
"387",387,"aircon","Sali Fledglings per Nest","Scenario 1b","Refuge",0.6,1,1.4,0.8,"Round 2",11.4504996859194,10.6451593434966,"gamma"
"388",388,"aircon","Sali Fledglings per Nest","Scenario 1c","Refuge",0.7,1.1,1.5,0.8,"Round 2",13.4395606178437,11.4141577623597,"gamma"
"389",389,"aircon","Sali Fledglings per Nest","Scenario 2a","Refuge",0.7,1.1,1.5,0.8,"Round 2",13.3154358726739,11.3255453887922,"gamma"
"390",390,"aircon","Sali Fledglings per Nest","Scenario 2b","Refuge",0.5,0.9,1.3,0.8,"Round 2",9.47612010115973,9.68966191180681,"gamma"
"391",391,"aircon","Sali Fledglings per Nest","Scenario 2c","Refuge",0.6,1,1.4,0.8,"Round 2",11.0966431384205,10.2709531590074,"gamma"
"392",392,"aircon","Sali Fledglings per Nest","Scenario 3","Refuge",0.8,1.2,1.6,0.8,"Round 2",15.3892793353125,11.9806880323353,"gamma"
"393",393,"CDEDBDiis","Sali Fledglings per Nest","Scenario 1a","HMU",1.65,2.15,2.3,0.9,"Round 2",140.969747085829,65.3668165033918,"gamma"
"394",394,"CDEDBDiis","Sali Fledglings per Nest","Scenario 1b","HMU",1.5,1.77,1.95,0.9,"Round 2",168.766219665388,94.3549217978824,"gamma"
"395",395,"CDEDBDiis","Sali Fledglings per Nest","Scenario 1c","HMU",1.6,1.82,2.05,0.9,"Round 2",172.149000276348,93.3934802566199,"gamma"
"396",396,"CDEDBDiis","Sali Fledglings per Nest","Scenario 2a","HMU",1.65,1.9,2.05,0.9,"Round 2",254.82058421839,133.337298810566,"gamma"
"397",397,"CDEDBDiis","Sali Fledglings per Nest","Scenario 2b","HMU",1.6,1.72,1.95,0.9,"Round 2",251.329473196102,145.357427191235,"gamma"
"398",398,"CDEDBDiis","Sali Fledglings per Nest","Scenario 2c","HMU",1.6,1.75,2,0.9,"Round 2",197.837312849702,112.020631803696,"gamma"
"399",399,"CDEDBDiis","Sali Fledglings per Nest","Scenario 3","HMU",1.65,1.95,2.15,0.9,"Round 2",169.928080592867,86.0450719426719,"gamma"
"400",400,"CDEDBDiis","Sali Fledglings per Nest","Scenario 1a","Refuge",1.65,2.15,2.3,0.9,"Round 2",139.649537544181,64.7154657514882,"gamma"
"401",401,"CDEDBDiis","Sali Fledglings per Nest","Scenario 1b","Refuge",1.5,1.77,1.95,0.9,"Round 2",174.589492020245,97.6760712984314,"gamma"
"402",402,"CDEDBDiis","Sali Fledglings per Nest","Scenario 1c","Refuge",1.6,1.82,2.05,0.9,"Round 2",173.888731226164,94.339560724412,"gamma"
"403",403,"CDEDBDiis","Sali Fledglings per Nest","Scenario 2a","Refuge",1.65,1.9,2.05,0.9,"Round 2",249.47482251989,130.522332449156,"gamma"
"404",404,"CDEDBDiis","Sali Fledglings per Nest","Scenario 2b","Refuge",1.6,1.72,1.95,0.9,"Round 2",248.181136131144,143.519774179549,"gamma"
"405",405,"CDEDBDiis","Sali Fledglings per Nest","Scenario 2c","Refuge",1.6,1.75,2,0.9,"Round 2",195.093385282752,110.438182883359,"gamma"
"406",406,"CDEDBDiis","Sali Fledglings per Nest","Scenario 3","Refuge",1.65,1.95,2.15,0.9,"Round 2",165.845142034214,83.922161879562,"gamma"
"407",407,"96929","Sali Fledglings per Nest","Scenario 1a","HMU",1.12,1.4,1.68,0.9,"Round 2",65.0160068492867,44.656621340225,"gamma"
"408",408,"96929","Sali Fledglings per Nest","Scenario 1b","HMU",1.04,1.3,1.56,0.9,"Round 2",66.0994346895195,49.2359090959201,"gamma"
"409",409,"96929","Sali Fledglings per Nest","Scenario 1c","HMU",0.96,1.2,1.44,0.9,"Round 2",66.651104999158,54.0190155901935,"gamma"
"410",410,"96929","Sali Fledglings per Nest","Scenario 2a","HMU",1.04,1.3,1.56,0.9,"Round 2",65.5746525377949,48.7430275808183,"gamma"
"411",411,"96929","Sali Fledglings per Nest","Scenario 2b","HMU",0.92,1.15,1.38,0.9,"Round 2",67.0443116267882,56.9079511560477,"gamma"
"412",412,"96929","Sali Fledglings per Nest","Scenario 2c","HMU",0.96,1.2,1.44,0.9,"Round 2",66.1491279130529,53.6608954961181,"gamma"
"413",413,"96929","Sali Fledglings per Nest","Scenario 3","HMU",1.12,1.4,1.68,0.9,"Round 2",65.9171020808589,45.2433966158796,"gamma"
"414",414,"96929","Sali Fledglings per Nest","Scenario 1a","Refuge",1.1424,1.428,1.7136,0.9,"Round 2",67.3634482461813,45.4186584872267,"gamma"
"415",415,"96929","Sali Fledglings per Nest","Scenario 1b","Refuge",1.0608,1.326,1.5912,0.9,"Round 2",67.3055409291644,49.0832793591061,"gamma"
"416",416,"96929","Sali Fledglings per Nest","Scenario 1c","Refuge",0.9792,1.224,1.4688,0.9,"Round 2",66.9759080609673,53.1745792168877,"gamma"
"417",417,"96929","Sali Fledglings per Nest","Scenario 2a","Refuge",1.0608,1.326,1.5912,0.9,"Round 2",66.1516067177926,48.2103790999174,"gamma"
"418",418,"96929","Sali Fledglings per Nest","Scenario 2b","Refuge",0.9384,1.173,1.4076,0.9,"Round 2",65.9098584830043,54.7185651451329,"gamma"
"419",419,"96929","Sali Fledglings per Nest","Scenario 2c","Refuge",0.9792,1.224,1.4688,0.9,"Round 2",65.9642023739789,52.3421616610516,"gamma"
"420",420,"96929","Sali Fledglings per Nest","Scenario 3","Refuge",1.1424,1.428,1.7136,0.9,"Round 2",65.1694858029006,43.8141143600715,"gamma"
